State,District,Latitude,Longitude,District code,Population,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Other Religion,Households,Urban Households,Rural Households,SC,ST,Households with Internet,Housholds with Electric Lighting,Households with Computer,sex_ratio,literacy rate
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,2928462,620244,5006,767,4619,383,133,785099,42775,742324,544231,80269,3486,127331,35931,1041.0,55.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,1163804,33724,1351,1034,69,20390,41,301832,43819,258013,240519,71610,1079,77082,9906,1104.0,52.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,3537787,985070,20493,23883,3877,4975,504,1061721,717566,344155,948294,7506,68506,582769,152257,1091.0,68.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,815142,57454,965,389,94,234,157,246823,48525,198298,220898,647,1316,42936,11298,1139.0,56.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,1746649,100723,1729,475,8814,4161,38,411258,72783,338475,368206,478,2642,79022,24451,1135.0,64.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,2310776,216933,3179,2872,883,2056,126,585290,177802,407488,506580,1520,8726,281239,37596,1159.0,59.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,1769937,428555,2109,340,564,155,129,451528,99321,352207,474537,22915,2656,149908,26716,1021.0,62.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,2183255,1185643,10582,24912,1855,18544,236,803823,422303,381520,624149,3390,23717,425624,69473,1128.0,62.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,2292534,195765,2373,1133,341,701,27,543115,77963,465152,661129,20132,4447,145997,24518,1108.0,57.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,2488265,2248392,13157,7555,1260,2426,382,1047916,355518,692398,731406,685,11690,281758,61846,1103.0,47.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,2382914,1711453,6495,18601,1516,16345,60,969850,296104,673746,561250,317,10077,368153,56149,1125.0,58.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,1449007,489686,3510,84787,360,138,45,461390,89638,371752,333558,1714,2870,83006,18097,1118.0,52.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,827293,25597,358,72,32,14077,27,234082,24269,209813,60429,550427,716,71612,5961,1018.0,46.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,2731351,452394,3920,1451,7795,746,43,752786,41701,711085,709252,723,5149,140538,34400,1002.0,60.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,2975998,413243,3634,2424,722,397,602,778418,73393,705025,1030367,1756,5184,247856,34788,1060.0,58.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,1073890,1181337,9201,65316,384,1307,63,539992,143217,396775,307936,358,3847,131112,25960,1101.0,45.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1966892,1454052,6523,18627,1937,10208,135,889238,284156,605082,764450,980,9699,404499,38816,1124.0,60.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,1300586,404410,1766,447,4393,95,35,352151,27179,324972,369039,1593,2031,79525,19729,1029.0,56.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,2412595,527581,4630,51090,2312,301,84,655003,134714,520289,532673,508,3889,115163,27533,1147.0,50.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,3555450,893725,6579,11611,2663,1410,79,938902,111319,827583,1446427,1602,3874,102040,34609,1126.0,51.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,1738769,103567,3963,1649,1747,487,1907,428088,91040,337048,421661,385018,5149,95582,25220,1090.0,53.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,3119590,650261,4453,1629,9989,426,336,889628,49891,839737,851587,696,5956,233701,44008,1017.0,59.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,2732016,363453,3574,1204,920,240,31,717356,121039,596317,948588,2926,3476,99466,28719,1103.0,57.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,3107681,546987,7696,3309,1146,1898,298,755064,316129,438935,486958,28617,19214,336056,57583,1095.0,65.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,611250,7752,1895,256,201,31,6,281138,21082,260056,150995,1281,1830,109876,9858,878.0,70.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,257509,1440,397,46,102,7,16,99911,3880,96031,72061,1982,435,47083,3595,917.0,69.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,385818,4395,428,323,190,11,23,186340,22906,163434,79317,12260,899,71524,5582,982.0,72.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,249563,8693,870,336,24,28,6,98041,12839,85202,47383,1339,548,37725,3159,1020.0,68.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,475105,6015,1401,260,185,13,30,209943,26256,183687,120378,19535,1344,95421,7932,980.0,71.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,609835,7374,656,290,32,91,109,254236,27177,227059,102130,875,1366,117239,7831,928.0,66.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,1104452,372267,6064,162768,505,738,159,414659,145253,269406,238264,123037,7883,254802,28053,1087.0,63.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,324859,3554,353,167,563,74,105,121209,9061,112148,80567,3512,602,52621,4104,1044.0,65.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,3033581,290450,3865,386,260,2904,260694,991400,90885,900515,1174447,368690,4273,334670,34128,1045.0,62.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,6008472,1599764,21220,16675,1602,1674,44968,2227236,862368,1364868,2115719,489447,32323,1049943,141387,1058.0,68.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,2181515,1298054,10906,582,258,1152,6051,965609,134565,831044,1033140,242484,5210,333752,39636,1046.0,62.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,1232850,412788,24794,276,148,323,2786,461026,70077,390949,482754,275366,2518,168069,24318,1047.0,65.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,1366681,105086,141848,2032,209240,1840,15523,518959,215675,303284,317275,397389,10943,297176,38065,1030.0,71.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,3535844,1270641,8666,4380,1258,9699,1265,1352697,869313,483384,718951,15094,30751,796953,99261,1065.0,74.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,4574569,870204,7300,2662,1730,2160,49050,1640038,647953,992085,1344021,229243,31725,965258,118459,1041.0,74.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,3156781,445817,186279,2994,50676,1461,23816,1117804,319426,798378,1458278,731704,9322,382500,48818,1049.0,65.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,3440290,926414,39758,13849,4771,21178,1452,1308106,1308106,0,241932,10684,136618,927602,252644,1101.0,80.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,1914352,2045151,13209,747,359,639,7929,958996,128678,830318,835430,313984,5357,297716,63525,1059.0,52.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,2359061,4707573,18102,766,348,3037,7429,1851965,350899,1501066,897534,91035,7951,541169,79729,1044.0,57.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,3728482,1382682,33835,849,514,281,16893,1549771,468390,1081381,1546917,140700,12787,623729,77210,1056.0,67.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,2373120,227249,8646,622,209,3052,309029,752652,99433,653219,567767,540652,3551,189889,32862,1045.0,55.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1482943,1501170,16702,477,432,1324,1622,778250,94269,683981,807950,162816,2883,199307,31210,1065.0,50.0
