State,District,Latitude,Longitude,District code,Population,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Other Religion,Households,Urban Households,Rural Households,SC,ST,Households with Internet,Housholds with Electric Lighting,Households with Computer,Total Power Parity,Non Workers,sex_ratio,literacy rate,GDP Per Capita,Unemployment Rate
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,2260560,148563,6375,614,168,11110,52,665533,121509,544024,187685,542156,5262,438606,25425,3934,1343711,1051.0,65.0,0.0016198706327007163,55.32887614989609
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,5260193,660772,21052,5703,12902,112835,3920,1899838,1529998,369840,158115,856952,55694,1252452,149331,16368,3527780,1270.0,75.0,0.0026915200346240504,58.010083991605775
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,1620282,109681,1419,512,312,22992,128,500598,159810,340788,179461,21453,2975,302068,15309,3227,1032768,1075.0,62.0,0.0018374188905110154,58.804692677882876
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,203545,3593,20029,69,32,39,560,59618,7516,52102,992,216073,137,29794,1393,325,110034,994.0,62.0,0.0014236216057575638,48.19900915936239
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,3713941,384579,23813,9340,2069,27650,1124,1240425,692971,547454,221629,1149901,53606,798277,117818,9753,2472153,1071.0,69.0,0.002341304764277926,59.346494380436454
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,1571147,94034,19661,1589,913,13809,1417,498391,235981,262410,38237,902794,11020,329218,31285,3316,962433,1084.0,69.0,0.0019440949581339502,56.42524556217528
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,955096,22143,3705,138202,381,4845,110,315256,139891,175365,296246,0,12899,199681,32767,2781,756211,1130.0,72.0,0.002464660787876102,67.01918730890239
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,1611031,15515,873,2401,254,1016,26,456282,99235,357047,341162,0,5292,266244,25236,3349,1011439,1129.0,65.0,0.0020490135795331135,61.88271859866805
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,1588407,161680,9743,34572,640,4883,249,470681,382981,87700,223799,0,43437,333171,82673,5080,1230504,1145.0,70.0,0.0028070439120024887,67.9936764152502
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,779243,8360,996,150969,171,1172,530,258380,55360,203020,284357,0,3210,153301,13142,1854,572928,1109.0,59.0,0.001968129883833628,60.81967195712152
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,1408801,70842,9725,15097,944,7451,254,523691,381988,141703,197937,0,67087,305751,102343,3107,969716,1170.0,73.0,0.002051594261082703,64.03166335629463
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,1701061,21650,1945,12270,334,3620,33,456126,154113,302013,408785,0,10132,285004,33400,3642,1052310,1147.0,64.0,0.002088385377632487,60.34126350182433
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,945693,8247,734,1042,105,645,22,290144,78328,211816,170448,0,5034,168558,19241,2169,631871,1160.0,71.0,0.0022631351046791285,65.92943484226397
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,1276669,23016,889,29103,172,2594,56,368000,89665,278335,282351,0,5263,222462,23750,2674,810730,1148.0,62.0,0.0020042693786015385,60.76743879258135
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,974520,8232,1769,87558,265,351,70,306787,75696,231091,247513,0,3724,187349,15301,2046,700405,1135.0,60.0,0.001904488859764089,65.19616421422614
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,1341002,31650,2049,126207,532,1516,49,428602,135920,292682,339604,0,11163,267223,29253,3368,989262,1127.0,65.0,0.0022373920830332872,65.71754652154618
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,805175,15970,1943,140395,214,375,106,291821,88268,203553,215128,0,7356,171908,21951,2137,627875,1126.0,67.0,0.002215299770384231,65.08803665559189
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,913251,5660,301,1737,75,644,15,267942,44216,223726,156314,0,2624,135455,13908,1894,583504,1118.0,68.0,0.0020540338883056715,63.28072808669021
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,490702,23451,2583,40951,1008,1626,90,164551,93656,70895,101830,0,18615,103455,32174,1445,349814,1146.0,72.0,0.0025744130071103685,62.32288662071325
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,1083936,86622,2261,25064,289,4647,99,327306,153804,173502,206213,0,10024,209965,26719,2559,793119,1158.0,65.0,0.002122881577386458,65.79514317214421
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,889133,5713,701,1804,202,1525,12,268754,69305,199449,182606,0,5121,152651,18092,1979,562605,1113.0,71.0,0.0021980780423221657,62.48861531079646
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,1043887,8185,732,3916,200,3491,24,306942,131739,175203,216889,0,8482,193120,27225,2299,715237,1154.0,70.0,0.002166407212939265,67.398634004395
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,940255,9524,2186,338962,370,2256,624,338792,93316,245476,387381,0,6287,215527,22706,2681,793186,1114.0,60.0,0.0020699681668080875,61.240946302045494
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,371973,6984,236,2387,113,10,7,164445,11987,152458,98989,10693,1574,79146,6281,3666,176085,1019.0,75.0,0.009597964163411493,46.10085978489669
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,2540763,57973,20745,6373,2979,2357,29122,737806,188174,549632,552992,498469,8566,519704,30892,2981,1460432,1030.0,60.0,0.001119149851574675,54.82865669355604
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,479782,32455,1559,2745,1740,57,14,200231,13836,186395,111690,135500,1615,96082,5117,950,225045,1014.0,62.0,0.0018301610541727673,43.35458888803267
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,449412,3711,243,591,95,293,9,211348,15232,196116,109256,3044,2521,104120,7525,878,212837,913.0,79.0,0.001930654751433698,46.8012261196918
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,1010014,91269,814,196,74,41,273,311381,55300,256081,241198,474,1196,55929,11037,1291,660630,1162.0,59.0,0.0011690822568449267,59.82423015797552
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,1461140,19797,3023,8929,14511,194,208,627328,39007,588321,319385,84564,8053,330081,22753,2878,834905,988.0,76.0,0.0019058656027018525,55.28897571312683
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,64732,448,485,249,18086,29,45,44514,0,44514,14750,48746,354,17865,2563,181,27848,1221.0,72.0,0.002151662486180621,33.10469442826405
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,415669,2974,1568,1396,15377,94,83,188704,20709,167995,122659,16822,2623,91322,7010,854,168819,1061.0,70.0,0.0019502035838987173,38.55168838761095
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,981412,9460,876,4081,2628,43,86,462825,31696,431129,293739,12787,5333,214491,16401,1842,427106,993.0,72.0,0.0018424108576212495,42.72012658822917
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,791449,11810,2025,4047,3262,185,197,375165,95896,279269,215777,8755,9177,172754,24127,1668,383084,1093.0,75.0,0.0020491148757386273,47.06133831279714
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,476830,33215,577,15501,2645,236,86,192156,21054,171102,160745,11262,2220,91509,8593,930,249772,1090.0,68.0,0.0017551971765860472,47.13968916024196
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,548579,14678,1452,13926,574,591,110,244296,51509,192787,164536,25645,5250,119866,14478,1253,281583,1137.0,74.0,0.002159153570443893,48.522022332506204
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,480138,14275,390,26009,56,70,10,205217,20126,185091,115491,8601,2412,105929,8238,987,305827,1024.0,77.0,0.0018938049361728255,58.68051491539278
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,187621,220614,472,422,21,22,42,133617,11350,122267,53408,39216,596,61831,3077,1103,258024,1088.0,53.0,0.0026906639085125484,62.94250809882518
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,1289240,107489,12104,114272,470,1987,321,502609,248043,254566,377991,69193,19905,294739,46657,3525,1021336,1136.0,74.0,0.0023039848152694386,66.75581944079511
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,10341,108239,604,1171,20126,28,4,48144,7774,40370,18,122336,235,15824,1005,214,88929,1234.0,61.0,0.0015198647746480873,63.15890399284101
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,540063,64234,1828,9551,24,16,2,214847,33473,181374,141224,53307,1443,109422,6112,936,416004,1123.0,63.0,0.001518408266889453,67.48546075417522
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,13840,535159,1109,9440,35,6,18,169223,21703,147520,402,22607,1537,73629,5293,1068,372020,1096.0,52.0,0.0019056455641995576,66.37998715295124
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,32604,431279,958,11188,83,10,2,147408,15269,132139,556,176101,346,62900,3342,629,315442,1120.0,55.0,0.001319114578418111,66.15328153344448
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,42540,1177342,2746,12187,285,74,2,262239,257721,4518,1068,8935,16413,165403,33831,3099,829641,1112.0,61.0,0.0025056010167937522,67.07806818889273
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,489044,59771,1962,3418,106,57,235,183360,34696,148664,138569,56309,1214,73999,5744,1278,311313,1149.0,58.0,0.002302764939592962,56.09394848509419
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1636460,241451,13730,4174,1890,2045,160524,508764,258452,250312,299227,255626,9754,274726,37997,3604,1376962,1084.0,62.0,0.0017475379788879568,66.76729718328298
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,903179,116710,6565,888,35,129,12936,215502,14528,200974,340553,45563,590,27037,9115,817,645196,1049.0,49.0,0.000783402979807956,61.866397669543936
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,1165140,302626,6027,143,188,282,16067,321710,64337,257373,190036,180962,1944,130193,13550,1267,940606,1081.0,53.0,0.0008491541633686824,63.04021317991813
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,2149480,431762,11243,9727,331,1268,77182,664219,405455,258764,437309,233119,11568,427173,46646,3954,1839983,1100.0,64.0,0.0014729071140966597,68.54132651787846
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,1044726,106865,86404,234,267,162,78622,326978,23281,303697,79614,571077,1193,62110,10396,1323,696663,1024.0,51.0,0.001001179015045685,52.719907494994104
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,1104475,194680,17168,123,371,20,4591,292052,19180,272872,319946,205874,565,29373,8881,1017,751353,1069.0,49.0,0.0007688330067494013,56.80088359097177
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1856202,508586,14645,937,650,1503,59218,499450,46886,452564,325493,238188,1944,125431,19976,2384,1409197,1060.0,51.0,0.0009748621330670455,57.624697706865824
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,937126,289182,37795,97,128,115,47067,292030,15576,276454,115567,279208,874,43230,11925,1057,761360,1067.0,46.0,0.0008046889690617266,57.96196721710844
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,309563,51429,202449,221,531,23,457468,233074,16445,216629,32459,706754,831,31687,7807,849,537705,1007.0,55.0,0.0008281205954274867,52.44812541393837
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,550560,164406,4419,520,118,783,68564,185668,20113,165555,72885,240489,808,49419,4959,540,464411,1048.0,54.0,0.0006826439051276671,58.708766411897216
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,473049,69808,47653,120,128,16,133525,160514,14137,146377,154910,331096,340,38194,6240,547,413599,1035.0,48.0,0.0007524299222259821,56.89291835516344
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,112378,95012,16770,51,33,15,235987,111484,14725,96759,15330,262734,351,28769,2954,388,240458,1015.0,56.0,0.0008402087528963382,52.07085471751229
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,410127,322963,75865,356,283,222,88760,217175,16587,200588,28469,379054,328,31414,4535,691,495838,1011.0,39.0,0.0007674179440306879,55.06729067037456
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1683169,238295,6164,734,188,284,5681,407904,52375,355529,536382,181208,2155,68238,19981,1515,1226694,1078.0,53.0,0.000780980571368479,63.2359195388967
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1612239,410759,193974,4826,932,2733,677445,730982,310242,420740,152943,1042016,22538,350908,76565,3805,1771386,1053.0,66.0,0.0013056519114846927,60.78353526615569
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,628044,398243,83208,198,245,125,38426,260993,37543,223450,72341,308343,591,34879,9563,954,660365,1050.0,42.0,0.0008291564072322602,57.39474537336808
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,201524,15103,306601,51,753,114,73930,155283,11114,144169,44674,424407,423,16865,4649,496,310933,1003.0,57.0,0.0008272484981103376,51.858640577205975
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,1634229,219991,3433,443,412,25198,166,490657,165858,324799,319149,97203,3745,301389,26297,2890,1071671,1011.0,59.0,0.001529301199310809,56.709610573239246
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,890429,92252,5368,389,272,1045,85,326462,95410,231052,213700,52903,3729,214253,17066,1422,531032,1057.0,70.0,0.0014350257285379389,53.58963309964548
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,4038331,528412,18418,2037,1086,178310,149,1318975,356198,962777,577418,297198,17560,808827,73497,7045,2673993,1028.0,64.0,0.0014739539059360068,55.94524381540866
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,2103633,320834,14014,1029,284,8044,54,623480,251876,371604,517409,451406,9626,440374,40190,3886,1335715,1018.0,58.0,0.0015844442315180451,54.46129507725491
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,1289709,335184,35438,1145,30453,680,521,389403,102269,287134,399785,235822,3971,271439,36072,2448,1000692,1046.0,61.0,0.001437210121528797,58.750190806082315
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,245151,1617,2709,68,1649,15,3793,58391,7942,50449,10122,204189,117,12516,1462,1387,120705,1017.0,34.0,0.005434314148023351,47.29263801277279
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,1786830,369588,2433,558,374,8665,499,527490,131041,396449,442773,39314,4987,326594,36571,2938,1249609,1042.0,57.0,0.0013493584576713417,57.39177920123307
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,1004553,101235,26000,182,109,4710,4,392426,80766,311660,253651,44970,4510,238505,18727,1996,572187,992.0,72.0,0.0017540144170142913,50.281775913234284
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,1520553,128751,3175,322,84,3778,128,447348,97644,349704,389117,302554,5711,307257,28897,2374,802869,1027.0,66.0,0.0014305893015542444,48.38145753789193
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,1658465,265805,5420,307,164,6417,1743,530691,176011,354680,392595,233112,7320,372671,39416,3062,1070290,1028.0,67.0,0.0015738908875212864,55.01370600931279
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,1390020,386834,28747,1486,715,29037,2748,483104,283397,199707,177855,87548,15013,347962,49585,3519,1062190,1030.0,70.0,0.001905228034518249,57.5082172772077
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,907750,143665,3432,231,79,5993,74,291972,111906,180066,174196,61654,3373,198064,15625,1699,568848,1018.0,66.0,0.001595949538311243,53.434532252458744
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,2011014,513125,8344,826,9589,4865,330,600007,199303,400704,648782,65259,9752,404767,52483,5378,1479298,1029.0,56.0,0.002095602818971557,57.64263776309011
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,1630814,120011,15611,289,623,5820,3,628981,132878,496103,345031,32329,4851,400702,23444,2743,872841,990.0,69.0,0.0015441159499915843,49.13480531923457
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,1281878,297927,2406,419,68,9834,702,413564,98488,315076,219976,141380,2456,295937,17819,2240,867602,1052.0,68.0,0.0014020434783697238,54.30427347859506
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,448986,87274,17130,139,126,250,220,212974,31792,181182,73584,58054,3308,113931,10758,942,275581,981.0,74.0,0.0016987695642529832,49.69730523210206
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,1305431,199873,26722,253,150,2494,92,477609,151042,326567,465867,78875,5051,309494,27235,3389,818529,1022.0,66.0,0.002205804344048201,53.27573986218441
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,1218024,161770,4081,296,85,2898,461,337649,64681,272968,258608,164271,2135,223166,15263,1889,735154,1014.0,58.0,0.0013590710256705422,52.89182111200644
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,1712695,77801,8506,322,299,3607,109,562302,103435,458867,265294,22402,3367,391033,20265,2628,934361,1005.0,64.0,0.0014553356492441724,51.743107783996734
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,2631985,290549,39361,1255,16194,14419,493,920982,380386,540596,536643,334547,28397,640868,80086,4995,1686859,1015.0,65.0,0.0016643747498856264,56.207518042388735
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,1634062,272022,10394,538,2265,4156,29,455848,125402,330446,400933,367071,5200,314547,33903,2672,1025399,1000.0,51.0,0.0013853086770509516,53.162205544138054
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,1479424,234664,26521,400,120,9234,367,554106,201662,352444,308158,65412,8791,363835,35207,3119,972155,1002.0,72.0,0.001779486328079313,55.46446076543587
